aname,bname
胆道运动功能障碍,核桃
胆道运动功能障碍,鸡肉
胆道运动功能障碍,鸭翅
腹胀,核桃
腹胀,芝麻
腹胀,腰果
腹胀,黑豆
蛔虫性肠梗阻,核桃
蛔虫性肠梗阻,芝麻
蛔虫性肠梗阻,白果（鲜）
蛔虫性肠梗阻,薇菜
胆结石,核桃
胆结石,鸡肝
胆结石,松子仁
胆结石,葵花子仁
上消化道出血,圆白菜
上消化道出血,银鱼
上消化道出血,豆腐
上消化道出血,鳜鱼
消化性溃疡,莲子
消化性溃疡,鸡肉
消化性溃疡,泡打粉
消化性溃疡,鲶鱼
肾功能衰竭,鸡蛋清
肾功能衰竭,鸡肝
肾功能衰竭,鸡肉
肾功能衰竭,鹅肉
偏头痛,莲子
偏头痛,青豆
偏头痛,红豆沙
肝纤维化,栗子（熟）
肝纤维化,鹿肉
肝纤维化,鸡肝
肝纤维化,葵花子仁
结肠息肉,莲子
结肠息肉,鹿肉
结肠息肉,芝麻
结肠息肉,鸡心
智能障碍,芝麻
智能障碍,花生
智能障碍,鸡肉
智能障碍,青豆
肝肾综合征,莲子
肝肾综合征,核桃
肝肾综合征,芝麻
肝肾综合征,黑豆
肛裂,南瓜子仁
肛裂,鸡肝
肛裂,芝麻
肛裂,葵花子仁
结肠粪性穿孔,栗子（熟）
结肠粪性穿孔,鹿肉
结肠粪性穿孔,鸡心
结肠粪性穿孔,葵花子仁
视神经萎缩,莲子
视神经萎缩,黑豆
视神经萎缩,青豆
视神经萎缩,鸭翅
肠粘连,鸡蛋
肠粘连,鹿肉
肠粘连,鸭肝
肠粘连,鸡腿
急性胃扩张,莲子
急性胃扩张,鹿肉
急性胃扩张,芝麻
急性胃扩张,鸡心
酒精性肝硬化,南瓜子仁
酒精性肝硬化,莲子
酒精性肝硬化,松子仁
酒精性肝硬化,鹅肉
溶血性黄疸,莲子
溶血性黄疸,绿豆
溶血性黄疸,青豆
溶血性黄疸,荸荠粉
角膜炎,鸡蛋
角膜炎,鸡蛋清
角膜炎,鸭肉
角膜炎,鸡肉
代谢性碱中毒,鹿肉
代谢性碱中毒,腰果
代谢性碱中毒,葵花子仁
代谢性碱中毒,鹅肉
过敏性皮炎,鸡肝
过敏性皮炎,鸡肉
过敏性皮炎,鸡腿
过敏性皮炎,鹅肉
剥脱性皮炎,鸡心
剥脱性皮炎,鸡肉
剥脱性皮炎,鹅肉
剥脱性皮炎,荸荠粉
缺铁性贫血,莲子
缺铁性贫血,核桃
缺铁性贫血,葵花子仁
缺铁性贫血,白果（干）
脱发,鸡蛋
脱发,蜂蜜
脱发,腰果
脱发,花生
隐睾,南瓜子仁
隐睾,葵花子仁
隐睾,白果（干）
隐睾,栗子（鲜）
口炎,南瓜子仁
口炎,鸡肝
口炎,咸鸭蛋
口炎,松子（炒）
球后视神经炎,鸡蛋
球后视神经炎,蜂蜜
球后视神经炎,鸡肉
球后视神经炎,鸭肝
肠系膜囊肿,栗子（熟）
肠系膜囊肿,核桃
肠系膜囊肿,鸡肉
肠系膜囊肿,乌骨鸡
胆汁性肝硬化,栗子（熟）
胆汁性肝硬化,鹿肉
胆汁性肝硬化,葵花子仁
胆汁性肝硬化,白果（干）
小肠损伤,鸡蛋
小肠损伤,鹿肉
小肠损伤,腰果
小肠损伤,葵花子仁
眼球震颤,南瓜子仁
眼球震颤,葵花子仁
眼球震颤,白果（干）
眼球震颤,栗子（鲜）
脑积水,鸡蛋
脑积水,松子仁
脑积水,芝麻
脑积水,鸭肝
肠道血管畸形,莲子
肠道血管畸形,核桃
肠道血管畸形,芝麻
肠道血管畸形,鸭翅
鼻出血,鸡蛋
鼻出血,葵花子仁
鼻出血,栗子（鲜）
鼻出血,鸭翅
流产,松子仁
流产,芝麻
流产,鸡肉
流产,鸡翅
闭经,鹿肉
闭经,芝麻
闭经,鸡肉
闭经,鹅肉
瘫痪,鸡肝
瘫痪,花生
瘫痪,黑豆
瘫痪,绿豆
颅内出血,南瓜子仁
颅内出血,鸡肝
颅内出血,芝麻
颅内出血,咸鸭蛋
低钾血症,鸡蛋
低钾血症,花生
低钾血症,鸭蛋
低钾血症,孢子甘蓝
低钠血症,莲子
低钠血症,核桃
低钠血症,鸡肉
低钠血症,鸭翅
遗尿,鸡
遗尿,芝麻
遗尿,腰果
遗尿,绿豆
小儿遗尿,南瓜子仁
小儿遗尿,腰果
小儿遗尿,鸡肉
小儿遗尿,松子（炒）
肾病综合征,鸡肝
肾病综合征,芝麻
肾病综合征,鸭肉
肾病综合征,鹅肉
肾结石,鸡肝
肾结石,松子仁
肾结石,鹌鹑蛋
肾结石,鸭肝
口腔溃疡,杏仁
口腔溃疡,鹿肉
口腔溃疡,鸭肉
口腔溃疡,乌骨鸡
前列腺增生,南瓜子仁
前列腺增生,芝麻
前列腺增生,腰果
前列腺增生,鸭肝
尿失禁,芝麻
尿失禁,鸡心
尿失禁,腰果
尿失禁,松子（炒）
尿潴留,南瓜子仁
尿潴留,鸡肝
尿潴留,咸鸭蛋
尿潴留,松子（炒）
膀胱结核,鸡蛋
膀胱结核,鸡肉
膀胱结核,鸭蛋
膀胱结核,鸡血
肾脓肿,莲子
肾脓肿,芝麻
肾脓肿,腰果
肾脓肿,鸡肉
痴呆,鸡蛋
痴呆,芝麻
痴呆,腰果
痴呆,鸭肝
睡眠障碍,鸡蛋
睡眠障碍,鸭肉
睡眠障碍,鸡肉
睡眠障碍,鸭肝
脑脓肿,鸡蛋
脑脓肿,莲子
脑脓肿,鹿肉
脑脓肿,芝麻
脑膜炎,芝麻
脑膜炎,腰果
脑膜炎,葵花子仁
脑膜炎,鸭肝
植物神经功能障碍,豆浆
植物神经功能障碍,鸡心
植物神经功能障碍,白果（干）
植物神经功能障碍,鹅肉
眼球突出,葵花子仁
眼球突出,白果（干）
眼球突出,栗子（鲜）
眼球突出,薇菜
截瘫,鸡肝
截瘫,咸鸭蛋
截瘫,鸭肝
截瘫,鸭蛋
扭转痉挛,栗子（熟）
扭转痉挛,核桃
扭转痉挛,青豆
扭转痉挛,乌骨鸡
血管痣,鸡心
血管痣,绿豆
血管痣,青豆
血管痣,荸荠粉
面肌抽搐,鸡蛋
面肌抽搐,鹌鹑蛋
面肌抽搐,鸽蛋
面肌抽搐,鸡血
运动性闭经,鸡心
运动性闭经,白果（干）
运动性闭经,鹅肉
运动性闭经,荸荠粉
痛经,鸡肝
痛经,芝麻
痛经,鸡心
痛经,鸭肝
夜惊,芝麻
夜惊,鹅肉
夜惊,白果（鲜）
夜惊,薇菜
病理性REM睡眠,鸡心
病理性REM睡眠,白果（干）
病理性REM睡眠,鹅肉
病理性REM睡眠,荸荠粉
梦游症,莲子
梦游症,鸡心
梦游症,鹅肉
梦游症,荸荠粉
磨牙,鸡蛋
磨牙,腰果
磨牙,鸡肉
磨牙,鸭肝
多汗症,南瓜子仁
多汗症,鸡蛋
多汗症,绿豆
多汗症,青豆
肾上腺危象,鹿肉
肾上腺危象,鸡肝
肾上腺危象,松子仁
肾上腺危象,鹅肉
乳头皲裂,鸡蛋
乳头皲裂,核桃
乳头皲裂,花生
乳头皲裂,鸡肉
雀斑,鸡蛋
雀斑,鹿肉
雀斑,葵花子仁
雀斑,鹅肉
乳房疼痛,芝麻
乳房疼痛,鸭肉
乳房疼痛,腰果
乳房疼痛,鹅肉
乳头溢液,南瓜子仁
乳头溢液,葵花子仁
乳头溢液,赤小豆
乳头溢液,鸡内金
乳房肿块,松子仁
乳房肿块,芝麻
乳房肿块,腰果
乳房肿块,鹅肉
乳头内陷,鸡蛋
乳头内陷,鸡肉
乳头内陷,鹌鹑蛋
乳头内陷,赤砂糖
库欣综合征,鸡蛋
库欣综合征,鹿肉
库欣综合征,鸭肝
库欣综合征,鹅肉
溶血性贫血,杏仁
溶血性贫血,鸡心
溶血性贫血,葵花子仁
溶血性贫血,鸭肝
涎瘘,鸡蛋
涎瘘,鹿肉
涎瘘,松子仁
涎瘘,鹅肉
男性性早熟,芝麻
男性性早熟,花生
男性性早熟,葵花子仁
男性性早熟,鸡血
露阴癖,南瓜子仁
露阴癖,莲子
露阴癖,鸡肝
露阴癖,鸡心
脾大,莲子
脾大,核桃
脾大,青豆
脾大,鸭翅
心脏淤积淀粉样物质,鸡心
心脏淤积淀粉样物质,白果（干）
心脏淤积淀粉样物质,鹅肉
心脏淤积淀粉样物质,豆腐干
呼吸性酸中毒,鹿肉
呼吸性酸中毒,腰果
呼吸性酸中毒,鸡肉
呼吸性酸中毒,鹅肉
末梢神经炎,鸡蛋
末梢神经炎,鸡肝
末梢神经炎,芝麻
末梢神经炎,鸭肉
湿疹,鸡蛋
湿疹,鹿肉
湿疹,花生
湿疹,鸡肉
脾功能亢进,大豆
脾功能亢进,银鱼
脾功能亢进,赤小豆
脾功能亢进,鳕鱼
营养不良,鸡蛋
营养不良,鹌鹑蛋
营养不良,鸭肝
营养不良,鸭蛋
贫血,莲子
贫血,松子仁
贫血,腰果
贫血,鸡肉
冻疮,莲子
冻疮,杏仁
冻疮,鹿肉
冻疮,鸭肉
甲营养不良,南瓜子仁
甲营养不良,鸡肉
甲营养不良,白果（干）
甲营养不良,白果（鲜）
坐骨神经痛,南瓜子仁
坐骨神经痛,鸡肝
坐骨神经痛,葵花子仁
坐骨神经痛,薇菜
肋间神经痛,鸡蛋
肋间神经痛,腰果
肋间神经痛,鸡肉
肋间神经痛,鸭蛋
类风湿关节炎,核桃
类风湿关节炎,芝麻
类风湿关节炎,葵花子仁
类风湿关节炎,鸭肝
药疹,鸡蛋
药疹,鸡肝
药疹,鸡心
药疹,鸡肉
胸廓畸形,鸡心
胸廓畸形,白果（干）
胸廓畸形,鹅肉
胸廓畸形,荸荠粉
脊柱侧弯,鸡蛋
脊柱侧弯,鸡肉
脊柱侧弯,鸭蛋
脊柱侧弯,鸡爪
缩窄性心包炎,莲子
缩窄性心包炎,鸭肉
缩窄性心包炎,腰果
缩窄性心包炎,鸭肝
腕管综合征,南瓜子仁
腕管综合征,腰果
腕管综合征,鸡肉
腕管综合征,葵花子仁
脑疝,葵花子仁
脑疝,白果（干）
脑疝,鸭肝
脑疝,鹅肉
鳞状细胞癌,杏仁
鳞状细胞癌,芝麻
鳞状细胞癌,鸡肉
鳞状细胞癌,薇菜
颈椎骨折脱位,葵花子仁
颈椎骨折脱位,白果（干）
颈椎骨折脱位,鸭肝
颈椎骨折脱位,黑豆
颈肩痛,芝麻
颈肩痛,鸡肉
颈肩痛,鸡腿
颈肩痛,鹅肉
脊柱裂,鸡蛋
脊柱裂,鸡蛋清
脊柱裂,葵花子仁
脊柱裂,鸭肝
偏瘫,鸡蛋
偏瘫,芝麻
偏瘫,腰果
偏瘫,鸡肉
胆囊结石,南瓜子仁
胆囊结石,腰果
胆囊结石,鸡肉
胆囊结石,鸭肝
胆总管结石,鸡蛋
胆总管结石,芝麻
胆总管结石,鸡肉
胆总管结石,薇菜
精索静脉曲张,鸡肉
精索静脉曲张,葵花子仁
精索静脉曲张,白果（干）
精索静脉曲张,黄豆粉
尿道结石,松子仁
尿道结石,芝麻
尿道结石,葵花子仁
尿道结石,鸭肝
尿瘘,鸡肉
尿瘘,葵花子仁
尿瘘,白果（干）
尿瘘,黄豆粉
遗精,南瓜子仁
遗精,桃仁
遗精,鸽蛋
遗精,鸡肠
大便失禁,松子仁
大便失禁,芝麻
大便失禁,鸭肉
大便失禁,鸡肉
老年大便失禁,南瓜子仁
老年大便失禁,蜂蜜
老年大便失禁,芝麻
老年大便失禁,花生
盲肠阿米巴肉芽肿,鸡蛋
盲肠阿米巴肉芽肿,蜂蜜
盲肠阿米巴肉芽肿,荸荠粉
盲肠阿米巴肉芽肿,芝麻叶
痔核,鸡心
痔核,白果（干）
痔核,鹅肉
痔核,荸荠粉
扁平足,鸡肝
扁平足,鸡肉
扁平足,葵花子仁
扁平足,白果（干）
耳硬化症,鸡蛋
耳硬化症,鹿肉
耳硬化症,鸭肝
耳硬化症,鸡腿
肘关节脱位,南瓜子仁
肘关节脱位,鸡蛋
肘关节脱位,鸽蛋
肘关节脱位,薇菜
肢骨纹状肥大,南瓜子仁
肢骨纹状肥大,鸡蛋
肢骨纹状肥大,鸽蛋
肢骨纹状肥大,鸽肉
粉碎性骨折,鸡蛋
粉碎性骨折,鸭肝
粉碎性骨折,鸽蛋
粉碎性骨折,鸭蛋
撕脱骨折,鸡心
撕脱骨折,绿豆
撕脱骨折,鹅肉
撕脱骨折,荸荠粉
骨囊肿,鸡蛋
骨囊肿,鸡蛋清
骨囊肿,鸭肉
骨囊肿,鸡肉
髋关节脱位,鸡蛋
髋关节脱位,鸡肉
髋关节脱位,赤砂糖
髋关节脱位,薇菜
斜视,芝麻
斜视,腰果
斜视,鸡肉
斜视,鸭肝
传导性耳聋,鹿肉
传导性耳聋,黄酒
传导性耳聋,鸭肝
传导性耳聋,红葡萄酒
鸡眼,南瓜子仁
鸡眼,莲子
鸡眼,葵花子仁
鸡眼,薇菜
痉挛性斜颈,南瓜子仁
痉挛性斜颈,鸡肉
痉挛性斜颈,葵花子仁
痉挛性斜颈,白果（干）
前列腺结石,鸡蛋
前列腺结石,莲子
前列腺结石,核桃
前列腺结石,鸭翅
足外翻,莲子
足外翻,鸡心
足外翻,鹅肉
足外翻,荸荠粉
锥体外系损害,鸡心
锥体外系损害,鸡肉
锥体外系损害,鹅肉
锥体外系损害,荸荠粉
发育性骨盆异常,鸡心
发育性骨盆异常,白果（干）
发育性骨盆异常,鹅肉
发育性骨盆异常,荸荠粉
病理性神经损伤,鸡心
病理性神经损伤,白果（干）
病理性神经损伤,鹅肉
病理性神经损伤,荸荠粉
气压伤,鸡心
气压伤,白果（干）
气压伤,鹅肉
气压伤,豆腐干
鼻中隔穿孔,鸡蛋
鼻中隔穿孔,葵花子仁
鼻中隔穿孔,栗子（鲜）
鼻中隔穿孔,鸭翅
头皮血肿,松子仁
头皮血肿,腰果
头皮血肿,鸭肝
头皮血肿,鸡翅
头皮撕脱伤,芝麻
头皮撕脱伤,鸡肉
头皮撕脱伤,鹅肉
头皮撕脱伤,薇菜
烫伤,鸡蛋
烫伤,鸡心
烫伤,腰果
烫伤,鹅肉
丹毒,豆浆
丹毒,核桃
丹毒,白扁豆
丹毒,鳕鱼
甲状腺结节,鸡肝
甲状腺结节,芝麻
甲状腺结节,鸡肉
甲状腺结节,鹅肉
绝经,南瓜子仁
绝经,芝麻
绝经,鸭肉
绝经,鸡肉
子痫,鸡蛋
子痫,芝麻
子痫,鸡肉
子痫,鸭蛋
视网膜脱离,鸡蛋
视网膜脱离,鸡肝
视网膜脱离,鸡肉
视网膜脱离,鸽蛋
外阴痛,鸡蛋
外阴痛,蜂蜜
外阴痛,鸡肉
外阴痛,芡实米（鲜）
外阴溃疡,腰果
外阴溃疡,葵花子仁
外阴溃疡,绿豆
外阴溃疡,鸡血
月经量少,鸡肝
月经量少,松子仁
月经量少,白果（干）
月经量少,鹅肉
阴道横隔,葵花子仁
阴道横隔,白果（干）
阴道横隔,白果（鲜）
阴道横隔,青豆
先天性无阴道,鸡肝
先天性无阴道,鸡心
先天性无阴道,花生
先天性无阴道,葵花子仁
慢性盆腔疼痛,莲子
慢性盆腔疼痛,核桃
慢性盆腔疼痛,青豆
慢性盆腔疼痛,鸭翅
急性宫颈炎,南瓜子仁
急性宫颈炎,花生
急性宫颈炎,葵花子仁
急性宫颈炎,鹅肉
性交疼痛,鸡肝
性交疼痛,鸡心
性交疼痛,花生
性交疼痛,葵花子仁
原发性痛经,鸡蛋
原发性痛经,蜂蜜
原发性痛经,红葡萄酒
原发性痛经,鸭蛋
卵巢囊肿,鸡蛋
卵巢囊肿,芝麻
卵巢囊肿,鸭肝
卵巢囊肿,鹅肉
卵泡囊肿,南瓜子仁
卵泡囊肿,葵花子仁
卵泡囊肿,鸡内金
卵泡囊肿,薇菜
外阴瘙痒,鸡肝
外阴瘙痒,芝麻
外阴瘙痒,鸡心
外阴瘙痒,鸡肉
子宫内膜异位,鸡蛋
子宫内膜异位,赤砂糖
子宫内膜异位,红葡萄酒
子宫内膜异位,鸭蛋
月经不调,鸡蛋
月经不调,芝麻
月经不调,腰果
月经不调,鸭肝
胎儿窘迫,芝麻
胎儿窘迫,鸡肉
胎儿窘迫,黑豆
胎儿窘迫,豆腐
胎膜早破,鸡蛋
胎膜早破,莲子
胎膜早破,鸡肝
胎膜早破,芝麻
胎膜早破,鸭肉
胎膜早破,鸡肉
胎膜早破,葵花子仁
胎膜早破,鸭肝
抽动障碍,南瓜子仁
抽动障碍,栗子（熟）
抽动障碍,芝麻
抽动障碍,鸡心
孤独症,鸡心
孤独症,白果（干）
孤独症,鹅肉
孤独症,荸荠粉
遗传性肥胖,鸡心
遗传性肥胖,白果（干）
遗传性肥胖,鹅肉
遗传性肥胖,豆腐干
牙列拥挤,莲子
牙列拥挤,鹿肉
牙列拥挤,鸭肉
牙列拥挤,乌骨鸡
近视,芝麻
近视,鸡肉
近视,葵花子仁
近视,白果（干）
霰粒肿,芝麻
霰粒肿,葵花子仁
霰粒肿,白果（干）
霰粒肿,栗子（鲜）
睑外翻,杏仁
睑外翻,甜杏仁
睑外翻,葵花子仁
睑外翻,鸡蛋黄
视网膜动脉阻塞,芝麻
视网膜动脉阻塞,腰果
视网膜动脉阻塞,栗子（鲜）
视网膜动脉阻塞,薇菜
增殖体肥大,鸡心
增殖体肥大,白果（干）
增殖体肥大,鹅肉
增殖体肥大,荸荠粉
神经性耳鸣,核桃
神经性耳鸣,芝麻
神经性耳鸣,腰果
神经性耳鸣,鹅肉
咽异感症,核桃
咽异感症,芝麻
咽异感症,白果（鲜）
咽异感症,青豆
口臭,杏仁
口臭,核桃
口臭,芝麻
口臭,青豆
副耳,鸡心
副耳,鸡肉
副耳,鹅肉
副耳,荸荠粉
扁平苔癣,莲子
扁平苔癣,鸡肉
扁平苔癣,鸭蛋
扁平苔癣,鸭翅
唇腭裂,鸡蛋
唇腭裂,鸡蛋清
唇腭裂,鹿肉
唇腭裂,鹌鹑蛋
颌骨囊肿,鸡蛋
颌骨囊肿,鸡肉
颌骨囊肿,鸭蛋
颌骨囊肿,鸭翅
口腔黏膜白斑,南瓜子仁
口腔黏膜白斑,鸡蛋
口腔黏膜白斑,芝麻
口腔黏膜白斑,葵花子仁
牙列稀疏,鸡蛋
牙列稀疏,鹿肉
牙列稀疏,鸽蛋
牙列稀疏,乌骨鸡
性欲减退,鸡蛋
性欲减退,鸡肝
性欲减退,鸡心
性欲减退,鸡肉
性欲亢进,鸡蛋
性欲亢进,鹿肉
性欲亢进,乌骨鸡
性欲亢进,母鸡
尿道下裂,鸡蛋
尿道下裂,鸡肉
尿道下裂,葵花子仁
尿道下裂,白果（干）
疥疮,南瓜子仁
疥疮,鹿肉
疥疮,白果（鲜）
疥疮,豆腐
斑秃,鸡蛋
斑秃,芝麻
斑秃,鸡肉
斑秃,鸭肝
颅骨骨折,鸡蛋
颅骨骨折,核桃
颅骨骨折,葵花子仁
颅骨骨折,青豆
抗-HCVAg阳性,鸡蛋
抗-HCVAg阳性,芝麻
抗-HCVAg阳性,鸡肉
抗-HCVAg阳性,鸭蛋
肝内胆管结石,葵花子仁
肝内胆管结石,白果（干）
肝内胆管结石,黑豆
肝内胆管结石,绿豆
晒伤,鸡蛋
晒伤,鹿肉
晒伤,绿豆
晒伤,黄豆粉
硬斑,莲子
硬斑,鸡心
硬斑,鹅肉
硬斑,荸荠粉
类癌综合征,鸭肉
类癌综合征,鸡肉
类癌综合征,鸭肝
类癌综合征,鸽肉
结节性硬化,鸡蛋
结节性硬化,鸡肉
结节性硬化,葵花子仁
结节性硬化,白果（干）
脂肪瘤,南瓜子仁
脂肪瘤,莲子
脂肪瘤,鸡蛋黄
脂肪瘤,薇菜
氨基酸尿症,鸡心
氨基酸尿症,鸡肉
